P_d,dbic,dbic_berv
379.2640,7.382,2.209
379.8363,7.254,2.217
380.4094,7.126,2.226
380.9834,6.998,2.235
381.5583,6.870,2.245
382.1340,6.743,2.256
382.7106,6.615,2.267
383.2881,6.488,2.279
383.8664,6.361,2.291
384.4456,6.235,2.303
385.0257,6.109,2.316
385.6067,5.983,2.328
386.1885,5.858,2.341
386.7713,5.733,2.354
387.3549,5.608,2.367
387.9393,5.484,2.381
388.5247,5.361,2.394
389.1110,5.238,2.407
389.6981,5.116,2.420
390.2861,4.994,2.434
390.8750,4.873,2.447
391.4648,4.753,2.460
392.0555,4.633,2.473
392.6471,4.514,2.486
393.2395,4.396,2.499
393.8329,4.279,2.512
394.4271,4.162,2.524
395.0223,4.046,2.537
395.6183,3.931,2.550
396.2153,3.817,2.562
396.8131,3.703,2.574
397.4119,3.590,2.586
398.0115,3.479,2.598
398.6121,3.368,2.610
399.2136,3.257,2.621
399.8159,3.148,2.633
400.4192,3.040,2.644
401.0234,2.933,2.655
401.6285,2.826,2.666
402.2345,2.720,2.677
402.8415,2.616,2.688
403.4493,2.512,2.698
404.0581,2.409,2.708
404.6678,2.307,2.718
405.2784,2.206,2.728
405.8899,2.107,2.738
406.5024,2.008,2.748
407.1157,1.909,2.757
407.7300,1.812,2.766
408.3453,1.716,2.775
408.9614,1.621,2.784
409.5785,1.527,2.793
410.1965,1.434,2.802
410.8154,1.341,2.810
411.4353,1.250,2.818
412.0561,1.160,2.826
412.6779,1.070,2.834
413.3006,0.982,2.842
413.9242,0.894,2.849
414.5488,0.808,2.857
415.1743,0.722,2.864
415.8008,0.637,2.871
416.4282,0.554,2.878
417.0565,0.471,2.884
417.6858,0.389,2.891
418.3161,0.308,2.898
418.9473,0.228,2.904
419.5794,0.149,2.910
420.2125,0.071,2.916
420.8466,-0.006,2.922
421.4816,-0.082,2.927
422.1176,-0.158,2.933
422.7545,-0.232,2.938
423.3924,-0.306,2.944
424.0312,-0.379,2.949
424.6711,-0.451,2.954
425.3119,-0.522,2.959
425.9536,-0.592,2.963
426.5963,-0.661,2.968
427.2400,-0.729,2.972
427.8847,-0.797,2.977
428.5303,-0.864,2.981
429.1769,-0.930,2.985
429.8245,-0.995,2.989
430.4731,-1.059,2.993
431.1226,-1.122,2.997
431.7732,-1.185,3.000
432.4247,-1.247,3.004
433.0771,-1.308,3.007
433.7306,-1.368,3.010
434.3851,-1.428,3.014
435.0405,-1.486,3.017
435.6970,-1.544,3.020
436.3544,-1.602,3.023
437.0128,-1.658,3.025
437.6722,-1.714,3.028
438.3326,-1.769,3.031
438.9940,-1.823,3.033
439.6564,-1.877,3.035
440.3198,-1.930,3.038
440.9842,-1.982,3.040
441.6496,-2.034,3.042
442.3160,-2.084,3.044
442.9834,-2.135,3.046
443.6518,-2.184,3.048
444.3213,-2.233,3.050
444.9917,-2.281,3.051
445.6632,-2.329,3.053
446.3356,-2.376,3.055
447.0091,-2.422,3.056
447.6836,-2.467,3.057
448.3591,-2.513,3.059
449.0356,-2.557,3.060
449.7132,-2.601,3.061
450.3918,-2.644,3.062
451.0714,-2.687,3.063
451.7520,-2.729,3.064
452.4336,-2.770,3.065
453.1163,-2.811,3.066
453.8000,-2.852,3.067
454.4848,-2.891,3.067
455.1705,-2.931,3.068
455.8573,-2.969,3.069
456.5452,-3.008,3.069
457.2341,-3.045,3.070
457.9240,-3.083,3.070
458.6149,-3.119,3.070
459.3070,-3.155,3.071
460.0000,-3.191,3.071
