P_d,dbic,dbic_berv
361.9448,-1.740,-2.276
362.4910,-1.756,-2.355
363.0379,-1.772,-2.453
363.5857,-1.789,-2.576
364.1343,-1.807,-2.714
364.6838,-1.825,-2.802
365.2340,-1.843,-2.699
365.7852,-1.862,-2.451
366.3371,-1.882,-2.276
366.8899,-1.902,-2.211
367.4435,-1.922,-2.207
367.9979,-1.943,-2.229
368.5532,-1.964,-2.262
369.1093,-1.985,-2.300
369.6662,-2.007,-2.340
370.2240,-2.029,-2.381
370.7826,-2.051,-2.421
371.3421,-2.074,-2.462
371.9024,-2.096,-2.502
372.4636,-2.119,-2.542
373.0256,-2.142,-2.581
373.5885,-2.165,-2.620
374.1522,-2.189,-2.658
374.7167,-2.212,-2.697
375.2822,-2.235,-2.734
375.8484,-2.259,-2.772
376.4155,-2.282,-2.809
376.9835,-2.306,-2.845
377.5523,-2.329,-2.881
378.1220,-2.353,-2.917
378.6926,-2.376,-2.952
379.2640,-2.399,-2.987
379.8363,-2.423,-3.022
380.4094,-2.446,-3.056
380.9834,-2.469,-3.090
381.5583,-2.492,-3.123
382.1340,-2.515,-3.155
382.7106,-2.538,-3.188
383.2881,-2.560,-3.220
383.8664,-2.583,-3.251
384.4456,-2.605,-3.282
385.0257,-2.627,-3.312
385.6067,-2.649,-3.342
386.1885,-2.671,-3.372
386.7713,-2.692,-3.401
387.3549,-2.714,-3.429
387.9393,-2.735,-3.457
388.5247,-2.756,-3.485
389.1110,-2.776,-3.512
389.6981,-2.797,-3.538
390.2861,-2.817,-3.565
390.8750,-2.837,-3.590
391.4648,-2.856,-3.616
392.0555,-2.876,-3.640
392.6471,-2.895,-3.665
393.2395,-2.914,-3.688
393.8329,-2.932,-3.712
394.4271,-2.951,-3.735
395.0223,-2.969,-3.757
395.6183,-2.987,-3.779
396.2153,-3.004,-3.801
396.8131,-3.022,-3.822
397.4119,-3.039,-3.843
398.0115,-3.056,-3.863
398.6121,-3.072,-3.883
399.2136,-3.088,-3.903
399.8159,-3.104,-3.922
400.4192,-3.120,-3.940
401.0234,-3.135,-3.959
401.6285,-3.151,-3.977
402.2345,-3.166,-3.994
402.8415,-3.180,-4.011
403.4493,-3.195,-4.028
404.0581,-3.209,-4.045
404.6678,-3.223,-4.061
405.2784,-3.237,-4.076
405.8899,-3.250,-4.092
406.5024,-3.263,-4.107
407.1157,-3.276,-4.121
407.7300,-3.289,-4.136
408.3453,-3.301,-4.150
408.9614,-3.313,-4.163
409.5785,-3.325,-4.177
410.1965,-3.337,-4.190
410.8154,-3.349,-4.202
411.4353,-3.360,-4.215
412.0561,-3.371,-4.227
412.6779,-3.382,-4.239
413.3006,-3.392,-4.250
413.9242,-3.403,-4.262
414.5488,-3.413,-4.273
415.1743,-3.423,-4.283
415.8008,-3.433,-4.294
416.4282,-3.442,-4.304
417.0565,-3.451,-4.314
417.6858,-3.461,-4.323
418.3161,-3.470,-4.333
418.9473,-3.478,-4.342
419.5794,-3.487,-4.351
420.2125,-3.495,-4.360
420.8466,-3.503,-4.368
421.4816,-3.511,-4.376
422.1176,-3.519,-4.384
422.7545,-3.527,-4.392
423.3924,-3.534,-4.400
424.0312,-3.542,-4.407
424.6711,-3.549,-4.414
425.3119,-3.556,-4.421
425.9536,-3.563,-4.428
426.5963,-3.569,-4.434
427.2400,-3.576,-4.441
427.8847,-3.582,-4.447
428.5303,-3.588,-4.453
429.1769,-3.594,-4.458
429.8245,-3.600,-4.464
430.4731,-3.606,-4.469
431.1226,-3.611,-4.475
431.7732,-3.616,-4.480
432.4247,-3.622,-4.484
433.0771,-3.627,-4.489
433.7306,-3.632,-4.494
434.3851,-3.637,-4.498
435.0405,-3.641,-4.502
435.6970,-3.646,-4.506
436.3544,-3.650,-4.510
437.0128,-3.655,-4.514
437.6722,-3.659,-4.517
438.3326,-3.663,-4.521
438.9940,-3.667,-4.524
439.6564,-3.670,-4.527
440.3198,-3.674,-4.530
440.9842,-3.678,-4.533
441.6496,-3.681,-4.535
442.3160,-3.684,-4.538
442.9834,-3.687,-4.540
443.6518,-3.690,-4.543
444.3213,-3.693,-4.545
444.9917,-3.696,-4.547
445.6632,-3.699,-4.549
446.3356,-3.702,-4.550
447.0091,-3.704,-4.552
447.6836,-3.706,-4.553
448.3591,-3.709,-4.555
449.0356,-3.711,-4.556
449.7132,-3.713,-4.557
450.3918,-3.715,-4.558
451.0714,-3.717,-4.559
451.7520,-3.718,-4.560
452.4336,-3.720,-4.560
453.1163,-3.722,-4.561
453.8000,-3.723,-4.561
454.4848,-3.724,-4.562
455.1705,-3.726,-4.562
455.8573,-3.727,-4.562
456.5452,-3.728,-4.562
457.2341,-3.729,-4.562
457.9240,-3.730,-4.561
458.6149,-3.730,-4.561
459.3070,-3.731,-4.561
460.0000,-3.731,-4.560
